time,chl,nh4,no3,po4,thetao,so
2025-12-26,0.061664697,0.045468587,0.10344062,0.0026916582,21.337748,39.52048
2025-12-27,0.061632704,0.045706086,0.09597485,0.0025637364,21.242464,39.512573
2025-12-28,0.061764654,0.04570315,0.09207035,0.002490819,21.100164,39.505596
2025-12-29,0.06102718,0.045522884,0.08796486,0.0024188317,20.96901,39.501503
2025-12-30,0.0602583,0.044781134,0.08183681,0.0023347023,20.901667,39.497955
2025-12-31,0.060768403,0.0448104,0.080233514,0.0023033456,20.723383,39.469315
2026-01-01,0.06138597,0.045694187,0.08195651,0.0023100295,20.403934,39.443108
2026-01-02,0.062370326,0.04636793,0.083222285,0.0023115496,20.134258,39.42901
2026-01-03,0.063179895,0.04619572,0.08534108,0.002362471,20.018194,39.4242
2026-01-04,0.06383858,0.046072226,0.09147425,0.002486084,19.927002,39.423653
2026-01-05,0.06789314,0.046744186,0.11098441,0.0028183246,19.822332,39.427208
2026-01-06,0.07196148,0.046680436,0.13853724,0.003375545,19.675322,39.42985
2026-01-07,0.07300195,0.046481386,0.15378372,0.0037201722,19.60114,39.4266
2026-01-08,0.0736908,0.046460398,0.15464765,0.0035260231,19.549122,39.42317
2026-01-09,0.074625485,0.047775194,0.15776956,0.0032956756,19.417557,39.412064
2026-01-10,0.07670926,0.05122989,0.18378273,0.003966038,19.237015,39.399513
2026-01-11,0.07779717,0.05101913,0.1897078,0.0041099386,19.177092,39.392532
2026-01-12,0.07257581,0.050792497,0.19782455,0.004356719,19.072252,39.38105
2026-01-13,0.066888705,0.052483752,0.2125009,0.0049169627,18.926052,39.375675
2026-01-14,0.06705575,0.05320587,0.1873399,0.0043965755,18.948195,39.377834
2026-01-15,0.06829505,0.052081745,0.15957032,0.003883165,18.98634,39.38009
2026-01-16,0.06844601,0.051820923,0.15783146,0.004110338,18.94738,39.375862
2026-01-17,0.06742947,0.05114632,0.1559135,0.004228858,18.95563,39.374
2026-01-18,0.0653003,0.04961323,0.1395319,0.0038080986,18.985586,39.37292
2026-01-19,0.06410135,0.048475116,0.13301095,0.0036285145,18.941622,39.374943
2026-01-20,0.06368843,0.047638103,0.1371247,0.0037992592,18.908848,39.378025
2026-01-21,0.06277543,0.046643537,0.13220909,0.0036495721,18.8963,39.382317
2026-01-22,0.060275383,0.045489494,0.11358499,0.0030755678,18.963926,39.387604
2026-01-23,0.057311267,0.04454887,0.09405644,0.0024643904,19.042725,39.387672
2026-01-24,0.054500118,0.043937862,0.08062929,0.0020732481,19.091452,39.3814
2026-01-25,0.052391622,0.043848068,0.07832817,0.0020798529,19.12083,39.380844
