nh4,no3,po4,so,thetao,chl_t-1,nh4_t-1,no3_t-1,po4_t-1,so_t-1,thetao_t-1,chl_7day_avg,nh4_7day_avg,no3_7day_avg,po4_7day_avg,so_7day_avg,thetao_7day_avg,n_p_ratio,n_nh4_ratio,p_nh4_ratio,chl_monthly_median,chl_anomaly,bloom_proxy_label
0.034048736,0.6579937,0.01738635,39.336205,17.974258,0.10674906,0.034064785,0.65683424,0.017378684,39.33647,17.974258,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,37.659264,19.384598,0.52690744,0.10648880898952484,0.0007631033658981323,0
0.034048736,0.6579937,0.01738635,39.336205,17.974258,0.10674906,0.034064785,0.65683424,0.017378684,39.33647,17.974258,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,37.659264,19.384598,0.52690744,0.10648880898952484,0.0007631033658981323,0
0.03215781,0.70704687,0.019033713,39.33128,18.148268,0.15100141,0.032430485,0.69080126,0.018531928,39.330803,17.916485,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,37.14708,21.986786,0.5918847,0.10648880898952484,0.0007631033658981323,0
0.032435164,0.68592095,0.018166278,39.330235,18.144638,0.14903587,0.03277325,0.66867137,0.01762803,39.32826,17.915543,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,37.757927,21.147448,0.5600797,0.10648880898952484,0.0007631033658981323,0
0.032883856,0.6618023,0.017226608,39.326862,18.131914,0.14671215,0.033289924,0.64524025,0.01672769,39.32427,17.915018,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,38.417446,20.125446,0.5238622,0.10648880898952484,0.0007631033658981323,0
0.034048736,0.6579937,0.01738635,39.336205,17.974258,0.10674906,0.034064785,0.65683424,0.017378684,39.33647,17.974258,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,37.659264,19.384598,0.52690744,0.10648880898952484,0.0007631033658981323,0
0.034048736,0.6579937,0.01738635,39.336205,17.974258,0.10674906,0.034064785,0.65683424,0.017378684,39.33647,17.974258,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,37.659264,19.384598,0.52690744,0.10648880898952484,0.0007631033658981323,0
0.032236516,0.7151301,0.019426767,39.33254,18.100103,0.15096797,0.032637734,0.69006974,0.018510345,39.330414,17.91684,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,36.811584,22.183851,0.60263234,0.10648880898952484,0.0007631033658981323,0
0.03257826,0.68821603,0.018275218,39.32988,18.111897,0.1485682,0.032982383,0.6634704,0.017394012,39.327366,17.918547,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,37.658432,21.12501,0.56096363,0.10648880898952484,0.0007631033658981323,0
0.032971174,0.66732526,0.017436018,39.326828,18.128296,0.146955,0.033397805,0.64625776,0.016742395,39.323444,17.92259,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,38.2728,20.239658,0.5288261,0.10648880898952484,0.0007631033658981323,0
0.034048736,0.6579937,0.01738635,39.336205,17.974258,0.10674906,0.034064785,0.65683424,0.017378684,39.33647,17.974258,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,37.659264,19.384598,0.52690744,0.10648880898952484,0.0007631033658981323,0
0.034048736,0.6579937,0.01738635,39.336205,17.974258,0.10674906,0.034064785,0.65683424,0.017378684,39.33647,17.974258,0.10828000732830592,0.034147152943270545,0.6606675769601549,0.017828629086060185,39.3364930834089,17.976374762398855,37.659264,19.384598,0.52690744,0.10648880898952484,0.0007631033658981323,0
