time,chl,nh4,no3,po4,thetao,so
2026-06-08,0.03763431,0.061099228,0.11846303,0.00460146,22.623022,39.314034
2026-06-09,0.03802855,0.060160026,0.119271085,0.0045889267,22.937832,39.320976
2026-06-10,0.03675975,0.06015273,0.122449085,0.0045890817,23.11035,39.322807
2026-06-11,0.036052693,0.059932206,0.12260029,0.0045331037,23.02322,39.320164
2026-06-12,0.03582046,0.059271783,0.12050937,0.0044413116,22.798319,39.320374
2026-06-13,0.035898216,0.058271445,0.11657168,0.004328401,22.422043,39.320717
2026-06-14,0.037673157,0.05592475,0.10432359,0.004115401,21.779545,39.31179
2026-06-15,0.039417922,0.054074783,0.097308494,0.0039660903,22.020395,39.313522
2026-06-16,0.03964543,0.052456178,0.094638385,0.0039024153,22.65008,39.323936
2026-06-17,0.038539138,0.05156647,0.09281841,0.0038436225,23.092281,39.33488
2026-06-18,0.037049063,0.051827133,0.09354587,0.0037995246,22.937374,39.332672
2026-06-19,0.03624253,0.05187329,0.092002474,0.0037008168,22.508116,39.3135
2026-06-20,0.035435155,0.051865432,0.090874575,0.0036219372,22.904665,39.308247
2026-06-21,0.034193117,0.05272147,0.09359487,0.0035925726,23.421959,39.306538
2026-06-22,0.036787696,0.053348247,0.09781061,0.003586956,23.64036,39.301575
2026-06-23,0.0395245,0.052249853,0.09937206,0.0035757625,23.721981,39.298763
2026-06-24,0.038469095,0.050590783,0.09384915,0.003470982,23.146645,39.28556
2026-06-25,0.037589163,0.049370155,0.08594344,0.0033248968,22.901325,39.27362
2026-06-26,0.036505505,0.049072407,0.08085551,0.0032161777,23.037111,39.267174
2026-06-27,0.03517909,0.049303878,0.078458495,0.003155585,23.52381,39.265915
2026-06-28,0.033891458,0.050071493,0.078910135,0.0031442111,24.241968,39.268265
2026-06-29,0.035699286,0.050804287,0.081032686,0.0031755161,24.926807,39.27323
2026-06-30,0.03741797,0.050952263,0.084167026,0.0032448308,25.290335,39.287277
2026-07-01,0.035557795,0.05169984,0.08617643,0.00327582,25.17416,39.307995
2026-07-02,0.03377942,0.052976523,0.08678184,0.0032588835,25.060122,39.31591
2026-07-03,0.03269112,0.05368862,0.08485489,0.0032064093,24.808588,39.311653
2026-07-04,0.032490276,0.052780785,0.077731214,0.0030872768,24.43353,39.295906
2026-07-05,0.03191785,0.05270107,0.07645976,0.0030750805,24.713148,39.292103
2026-07-06,0.031301036,0.05288428,0.07563965,0.0030682837,24.697634,39.28824
2026-07-07,0.030899078,0.052761972,0.07441193,0.0030574389,24.494135,39.27249
2026-07-08,0.030964449,0.051704973,0.068185195,0.002959126,23.95409,39.24782
